Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",တာဝန်တွေကို ပျော်ရွှင်စွာ ဟန်ချက်ညီအောင် လုပ်ဆောင်နေခြင်း၊ အလုပ်နဲ့ ပျော်ရွှင်မှုရဲ့ လုပ်ဆောင်ချက်တွေကို ဟန်ချက်ညီအောင် ထိန်းညှိနေပြီး၊ ရယ်မောခြင်းကို လေထဲသို့ ပစ်မြှောက်နေတဲ့ ဆပ်ကပ်သမားတစ်ယောက်။, Playful ,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",ကြယ်တွေဆီသို့ စိတ်ကူးစိတ်သန်းရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း၊ စိတ်ကူးစိတ်သန်းရဲ့ ချည်မျှင်တွေကနေ ကြယ်စုတန်းတွေကို ဖန်တီးနေတဲ့ ပုံပြင်ပြောသူတစ်ယောက်။, Inspired ,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",မျှော်လင့်ချက်ရှိတဲ့ မျှော်လင့်ချက်ရဲ့ လှိုင်းလုံးတွေကြားထဲကနေ လမ်းကြောင်းတစ်ခု ရေးဆွဲနေခြင်း၊ မစူးစမ်းရသေးတဲ့ အိပ်မက်တွေရဲ့ ကမ်းခြေတွေဆီသို့ ဦးတည်မောင်းနှင်နေတဲ့ သင်္ဘောသားတစ်ယောက်။, Hopeful ,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",ကရုဏာတရားရှိတဲ့ မိုး၊ စာနာမှုရဲ့ မျက်ရည်တွေက ညင်သာစွာ ကျဆင်းနေပြီး၊ လူသားဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲက ကြင်နာမှုရဲ့ မျိုးစေ့တွေကို ပြုစုပျိုးထောင်ပေးခြင်း။, Compassionate ,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်။, Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",မျှော်လင့်ချက်ရှိတဲ့ အရုဏ်ဦးက ပွေ့ဖက်ထားခြင်း၊ အကောင်းမြင်စိတ်ရဲ့ မျိုးစေ့တွေကို ကြဲချနေပြီး၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ပန်းပွင့်တွေကို ပြုစုစောင့်ရှောက်နေတဲ့ ဥယျာဉ်မှူးတစ်ယောက်။, Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, India ,2022,7,17,6
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",ဘဝရဲ့ ပျော်ပွဲရွှင်ပွဲထဲက ပျော်ရွှင်စရာ စွန့်စားခန်းတစ်ခု၊ လားရထား ရယ်မောသံတွေနဲ့ သကြားလုံး အိပ်မက်တွေက ပျော်ရွှင်ဖွယ် လေထုထဲမှာ ဝေ့ဝဲနေခြင်း။, Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",စိတ်ပျက်အားငယ်မှုရဲ့ နက်ရှိုင်းသောတွင်းထဲမှာ နစ်မြုပ်နေခြင်း၊ အပိုင်းပိုင်းကွဲကြေသွားတဲ့ နှလုံးသား၊ မျှော်လင့်ချက်မဲ့ခြင်းရဲ့ ပဲ့တင်ထပ်နေတဲ့ တိတ်ဆိတ်မှုထဲမှာ ပျောက်ဆုံးနေခြင်း။, Despair ,2021-09-15 16:00:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8.0,16.0, Canada ,2021,9,15,16
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",အဆိပ်ရှိတဲ့ နွယ်ပင်လို အရင်းတည်နေတဲ့ ခါးသီးမှု၊ စိတ်ဝိညာဉ်ကို နာကြည်းမှုရဲ့ ပင့်ကူအိမ်ထဲမှာ ရစ်ပတ်နေခြင်း၊ ငြိမ်းချမ်းမှုရဲ့ ဥယျာဉ်ကို အဆိပ်ခတ်နေခြင်း။, Bitterness ,2019-03-08 14:20:00, VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12.0,24.0, UK ,2019,3,8,14
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",အထီးကျန်မှုရဲ့ သဲကန္တာရထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ ခြေလှမ်းတိုင်းက လေးလံတဲ့ သက်ပြင်းချသံ၊ ချိတ်ဆက်မှုရဲ့ တံလျှပ်တွေက တောက်ပနေပေမယ့် ဘယ်တော့မှ အကောင်အထည်မပေါ်ခြင်း။, Loneliness ,2017-07-20 11:45:00, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15.0,30.0, USA ,2017,7,20,11
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",မရှိတော့တဲ့ ထိတွေ့မှုတစ်ခုအတွက် တောင့်တနေခြင်း၊ အဝေးက နွေးထွေးမှုရဲ့ ပဲ့တင်သံတွေက အထီးကျန်မှုရဲ့ အေးစက်တဲ့ ပွေ့ဖက်မှုထဲမှာ နှလုံးသားကို ခြောက်လှန့်နေခြင်း။, Yearning ,2020-11-02 19:30:00, ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10.0,20.0, Australia ,2020,11,2,19
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",ညဘက်မှာ မျက်လုံးတွေ ကျယ်ကျယ်ဖွင့်ထားခြင်း၊ ကြောက်စရာကောင်းတဲ့ အရိပ်တွေက နံရံတွေပေါ်မှာ ကခုန်နေခြင်း၊ စိတ်က စိတ်ကူးယဉ် ထိတ်လန့်မှုတွေရဲ့ အကျဉ်းသား။, Fearful ,2022-05-12 02:00:00, NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18.0,36.0, India ,2022,5,12,2
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",မသေချာမရေရာမှုရဲ့ ကြိုးတန်းပေါ်က စိုးရိမ်ကြောင့်ကြတဲ့ ခြေလှမ်းတွေ၊ ပြုတ်ကျခြင်းက ရှောင်လွှဲလို့မရပုံပေါ်တဲ့ ဟန်ချက်ညီအောင် ထိန်းညှိမှု၊ စိုးရိမ်ပူပန်မှုက အမြဲတမ်း အဖော်။, Apprehensive ,2023-04-08 13:15:00, TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14.0,28.0, UK ,2023,4,8,13
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",ကမ္ဘာလောကရဲ့ ဝန်ထုပ်ဝန်ပိုးကြောင့် လွှမ်းမိုးခံနေရခြင်း၊ တုန်ယင်နေတဲ့ ပခုံးတွေနဲ့ အတ္တလပ်စ်၊ တာဝန်တိုင်းက ပင်ပန်းနွမ်းနယ်မှုရဲ့ ရှုခင်းထဲက ကျောက်တုံးကြီးတစ်ခု။, Overwhelmed ,2021-06-25 17:50:00, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22.0,44.0, Canada ,2021,6,25,17
" Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",မျက်လုံးစိမ်းနဲ့ မိစ္ဆာဖြစ်တဲ့ မနာလိုဝန်တိုမှု၊ အရိပ်တွေထဲမှာ ပုန်းအောင်းနေခြင်း၊ အခြားသူတွေရဲ့ အောင်မြင်မှုရဲ့ နေရောင်ခြည်အပေါ် မှောင်မိုက်တဲ့ တိမ်တိုက်တစ်ခု ဖုံးလွှမ်းနေခြင်း။, Jealous ,2019-08-30 10:10:00, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16.0,32.0, USA ,2019,8,30,10
" Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",သစ္စာဖောက်မှုရဲ့ မုန်တိုင်းကြောင့် ပျက်စီးဆုံးရှုံးခြင်း၊ ယုံကြည်မှုရဲ့ အပျက်အစီးတွေက အပိုင်းအစတွေလို ပြန့်ကျဲနေခြင်း၊ ကတိပျက်ခြင်းရဲ့ လေပြင်းတွေကြောင့် စုတ်ပြဲနေတဲ့ နှလုံးသား။, Devastated ,2022-08-03 15:30:00, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25.0,50.0, Australia ,2022,8,3,15
" Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",ကီးဘုတ်ကို တတောက်တောက် ခေါက်နေတဲ့ စိတ်ပျက်နေတဲ့ လက်ချောင်းတွေ၊ မပြည့်မီတဲ့ မျှော်လင့်ချက်တွေရဲ့ မဖြေရှင်းနိုင်တဲ့ ပဟေဠိတစ်ခုကို ရေးစပ်နေတဲ့ စိတ်အနှောင့်အယှက်ဖြစ်မှုရဲ့ သံစုံတီးဝိုင်း။, Frustrated ,2020-12-17 09:20:00, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12.0,24.0, India ,2020,12,17,9
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",ရွှေချထားတဲ့ ဆုတံဆိပ်ကို စိုက်ကြည့်နေတဲ့ ငြူစူတဲ့ မျက်လုံးတွေ၊ ထာဝရ လက်လှမ်းမမီပုံပေါ်တဲ့ ပိုင်ဆိုင်မှုတွေအတွက် နာကျင်ဖွယ် ဆန္ဒက တွန်းအားပေးတဲ့ နှလုံးသားနာကျင်မှု။, Envious ,2021-02-28 22:45:00, GildedHeartache , Facebook , #Envious #GildedPrize ,20.0,40.0, USA ,2021,2,28,22
