text,sentiment
အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်, Proud 
မျှော်လင့်ချက်ရှိတဲ့ အရုဏ်ဦးက ပွေ့ဖက်ထားခြင်း၊ အကောင်းမြင်စိတ်ရဲ့ မျိုးစေ့တွေကို ကြဲချနေပြီး၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ပန်းပွင့်တွေကို ပြုစုစောင့်ရှောက်နေတဲ့ ဥယျာဉ်မှူးတစ်ယောက်, Hopeful 
ဘဝရဲ့ ပျော်ပွဲရွှင်ပွဲထဲက ပျော်ရွှင်စရာ စွန့်စားခန်းတစ်ခု၊ လားရထား ရယ်မောသံတွေနဲ့ သကြားလုံး အိပ်မက်တွေက ပျော်ရွှင်ဖွယ် လေထုထဲမှာ ဝေ့ဝဲနေခြင်း, Playful 
စိတ်ပျက်အားငယ်မှုရဲ့ နက်ရှိုင်းသောတွင်းထဲမှာ နစ်မြုပ်နေခြင်း၊ အပိုင်းပိုင်းကွဲကြေသွားတဲ့ နှလုံးသား၊ မျှော်လင့်ချက်မဲ့ခြင်းရဲ့ ပဲ့တင်ထပ်နေတဲ့ တိတ်ဆိတ်မှုထဲမှာ ပျောက်ဆုံးနေခြင်း, Despair 
အဆိပ်ရှိတဲ့ နွယ်ပင်လို အရင်းတည်နေတဲ့ ခါးသီးမှု၊ စိတ်ဝိညာဉ်ကို နာကြည်းမှုရဲ့ ပင့်ကူအိမ်ထဲမှာ ရစ်ပတ်နေခြင်း၊ ငြိမ်းချမ်းမှုရဲ့ ဥယျာဉ်ကို အဆိပ်ခတ်နေခြင်း, Bitterness 
အထီးကျန်မှုရဲ့ သဲကန္တာရထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ ခြေလှမ်းတိုင်းက လေးလံတဲ့ သက်ပြင်းချသံ၊ ချိတ်ဆက်မှုရဲ့ တံလျှပ်တွေက တောက်ပနေပေမယ့် ဘယ်တော့မှ အကောင်အထည်မပေါ်ခြင်း, Loneliness 
မရှိတော့တဲ့ ထိတွေ့မှုတစ်ခုအတွက် တောင့်တနေခြင်း၊ အဝေးက နွေးထွေးမှုရဲ့ ပဲ့တင်သံတွေက အထီးကျန်မှုရဲ့ အေးစက်တဲ့ ပွေ့ဖက်မှုထဲမှာ နှလုံးသားကို ခြောက်လှန့်နေခြင်း, Yearning 
ညဘက်မှာ မျက်လုံးတွေ ကျယ်ကျယ်ဖွင့်ထားခြင်း၊ ကြောက်စရာကောင်းတဲ့ အရိပ်တွေက နံရံတွေပေါ်မှာ ကခုန်နေခြင်း၊ စိတ်က စိတ်ကူးယဉ် ထိတ်လန့်မှုတွေရဲ့ အကျဉ်းသား, Fearful 
မသေချာမရေရာမှုရဲ့ ကြိုးတန်းပေါ်က စိုးရိမ်ကြောင့်ကြတဲ့ ခြေလှမ်းတွေ၊ ပြုတ်ကျခြင်းက ရှောင်လွှဲလို့မရပုံပေါ်တဲ့ ဟန်ချက်ညီအောင် ထိန်းညှိမှု၊ စိုးရိမ်ပူပန်မှုက အမြဲတမ်း အဖော်, Apprehensive 
ကမ္ဘာလောကရဲ့ ဝန်ထုပ်ဝန်ပိုးကြောင့် လွှမ်းမိုးခံနေရခြင်း၊ တုန်ယင်နေတဲ့ ပခုံးတွေနဲ့ အတ္တလပ်စ်၊ တာဝန်တိုင်းက ပင်ပန်းနွမ်းနယ်မှုရဲ့ ရှုခင်းထဲက ကျောက်တုံးကြီးတစ်ခု, Overwhelmed 
မျက်လုံးစိမ်းနဲ့ မိစ္ဆာဖြစ်တဲ့ မနာလိုဝန်တိုမှု၊ အရိပ်တွေထဲမှာ ပုန်းအောင်းနေခြင်း၊ အခြားသူတွေရဲ့ အောင်မြင်မှုရဲ့ နေရောင်ခြည်အပေါ် မှောင်မိုက်တဲ့ တိမ်တိုက်တစ်ခု ဖုံးလွှမ်းနေခြင်း, Jealous 
သစ္စာဖောက်မှုရဲ့ မုန်တိုင်းကြောင့် ပျက်စီးဆုံးရှုံးခြင်း၊ ယုံကြည်မှုရဲ့ အပျက်အစီးတွေက အပိုင်းအစတွေလို ပြန့်ကျဲနေခြင်း၊ ကတိပျက်ခြင်းရဲ့ လေပြင်းတွေကြောင့် စုတ်ပြဲနေတဲ့ နှလုံးသား, Devastated 
ကီးဘုတ်ကို တတောက်တောက် ခေါက်နေတဲ့ စိတ်ပျက်နေတဲ့ လက်ချောင်းတွေ၊ မပြည့်မီတဲ့ မျှော်လင့်ချက်တွေရဲ့ မဖြေရှင်းနိုင်တဲ့ ပဟေဠိတစ်ခုကို ရေးစပ်နေတဲ့ စိတ်အနှောင့်အယှက်ဖြစ်မှုရဲ့ သံစုံတီးဝိုင်း, Frustrated 
ရွှေချထားတဲ့ ဆုတံဆိပ်ကို စိုက်ကြည့်နေတဲ့ ငြူစူတဲ့ မျက်လုံးတွေ၊ ထာဝရ လက်လှမ်းမမီပုံပေါ်တဲ့ ပိုင်ဆိုင်မှုတွေအတွက် နာကျင်ဖွယ် ဆန္ဒက တွန်းအားပေးတဲ့ နှလုံးသားနာကျင်မှု, Envious 
ပယ်ချတဲ့ အကြည့်တွေ၊ လျစ်လျူရှုမှုနဲ့ တည်ဆောက်ထားတဲ့ ခံတပ်၊ နားလည်မှုနဲ့ အသိအမှတ်ပြုမှုရဲ့ တောင်းပန်သံတွေကို ထိုးဖောက်လို့မရတဲ့ နံရံတွေ, Dismissive 
ကွဲကြေသွားတဲ့ အိပ်မက်တွေက ကြမ်းပြင်ပေါ်မှာ ဖန်ကွဲစတွေလို ပြန့်ကျဲနေခြင်း၊ စိတ်ပျက်မှုရဲ့ လက်တွေနဲ့ ဖန်တီးထားတဲ့ စိတ်ပျက်မှုရဲ့ စပ်ဟပ်ပုံ, Frustrated 
အထီးကျန်မှု၊ ညဘက်က တိတ်ဆိတ်တဲ့ အဖော်၊ အထီးကျန်မှုရဲ့ အခန်းထဲက တစ်ခုတည်းသော ပဲ့တင်သံ၊ နှလုံးသားရဲ့ တစ်ကိုယ်တည်း ညသီချင်း, Loneliness 
အမှောင်ထဲက ကြောက်ရွံ့ဖွယ် တီးတိုးသံတွေ၊ စိတ်က မသိသေးတဲ့အရာရဲ့ တစ္ဆေကြောင့် ခြောက်လှန့်ခံနေရခြင်း၊ စိုးရိမ်ပူပန်မှုရဲ့ တေးသံစဉ်အတိုင်း ကခုန်နေတဲ့ အရိပ်တွေ, Fearful 
ခါးသီးမှု၊ လျှာပေါ်မှာ ကျန်ရစ်နေတဲ့ ခါးသက်တဲ့ အရသာ၊ စကားလုံးတိုင်းက အချိန်ကုန်လွန်တာနဲ့အမျှ ကျက်ဖို့ ငြင်းဆန်နေတဲ့ ဒဏ်ရာတွေရဲ့ သတိပေးချက်, Bitterness 
မျှော်လင့်ချက်တွေရဲ့ ဆူညံပွက်လောရိုက်မှုကြောင့် လွှမ်းမိုးခံနေရခြင်း၊ ဖိအားရဲ့ မုန်တိုင်းထဲက နစ်မြုပ်နေတဲ့ စိတ်ဝိညာဉ်၊ ရေပေါ်ပေါ်နေဖို့ ရုန်းကန်နေရခြင်း, Overwhelmed 
မနာလိုဝန်တိုမှု၊ သွေးကြောတွေထဲကို စိမ့်ဝင်နေတဲ့ အဆိပ်၊ နှလုံးသားကို အဆိပ်ခတ်ပြီး မကျေနပ်မှုတွေ ပေါက်ဖွားရာနေရာအဖြစ်သို့ ပြောင်းလဲခြင်း, Jealous 
သစ္စာဖောက်မှု ဖော်ထုတ်ခြင်းကြောင့် ပျက်စီးဆုံးရှုံးခြင်း၊ ယုံကြည်မှုက ကြေလွယ်တဲ့ ဖန်သားလို ကွဲကြေသွားပြီး၊ နာကျင်မှုရဲ့ အပိုင်းအစတွေကို ချန်ထားခဲ့ခြင်း, Devastated 
ပျက်စီးနေတဲ့ ချိတ်ဆက်မှုတစ်ခုကို ပြုပြင်ဖို့ စိတ်ပျက်ဖွယ် ကြိုးပမ်းမှုတွေ၊ နားလည်မှုရဲ့ ချည်မျှင်တွေက သဲမှုန်တွေလို လက်ချောင်းတွေကြားကနေ လျှောကျနေခြင်း, Frustrated 
