emotion_class,cleaned_text,emotion_clean
neutral,စည် ကား နေ တဲ့ ဈေး တစ် ခု ရဲ့ နှ လုံး သား ထဲ မှာ ၊ လမ်း ဘေး အ စား အ စာ ကျွမ်း ကျင် သူ က အ စား အ သောက် စွန့် စား ခန်း တစ် ခု ကို ခံ စား ပြီး ၊ ကွဲ ပြား တဲ့ အ ရ သာ တွေ နဲ့ ရ နံ့ တွေ ကို အ ရ သာ ခံ ခြင်း,Neutral
love,လူ တိုင်း နဲ့ အ တူ အ ချစ် နဲ့ အ ကောင်း မြင် စိတ် ဓာတ် တွေ ကို မျှ ဝေ နေ ပါ တယ် !,Love
suprise,သက် ကြီး ရွယ် အို နက် ခတ် တ ဗေ ဒ က လပ် တစ် ခု ဝင် ရောက် ခဲ့ တယ် ၊ ကြယ် ကြည့် ပြီး စ ကြ ဝ ဠာ ရဲ့ ကျယ် ပြန့် မှု ထဲ မှာ အံ့ သြ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း # နက် ခတ် တ ဗေ ဒ က လပ် # အ ကြီး တန်း ကြယ် ကြည့် သူ,Neutral
sadness,ဖုန်း screen လေး ကို ငေး ကြည့် ရင်း တစ် စုံ တစ် ယောက် ရဲ့ မက် ဆေ့ခ်ျ ကို အ လ ကား နေ ရင်း မျှော် နေ မိ တယ်,Sadness
suprise,တ ရုတ် ပြည် ရဲ့ မ ဟာ တံ တိုင်း ကြီး ပေါ် မှာ လျှောက် လှမ်း နေ ခြင်း ၊ ခြေ လှမ်း တိုင်း က ရှေး ဟောင်း အင် ဂျင် နီ ယာ အံ့ ဖွယ် ရာ တွေ ရဲ့ သက် သေ,Neutral
neutral,ဘယ် သူ့ ကို မှ လည်း စ ကား မ ပြော ချင် ၊ ဘယ် သူ က မှ လည်း ကိုယ့် ကို နား မ လည် နိုင် တဲ့ အ ထီး ကျန် နေ့,Neutral
neutral,Adele ရဲ့ ဖျော် ဖြေ ပွဲ ရဲ့ ရှေ့ ဆုံး တန်း မှာ ၊ 'SomeoneLikeYou' ရဲ့ တေး သွား တိုင်း က စိတ် ဝိ ညာဉ် ကို လှုပ် နှိုး တဲ့ စိတ် ခံ စား မှု နဲ့ ပဲ့ တင် ထပ် နေ ခြင်း,Neutral
suprise,ဒီ နေ့ သ တင်း ကောင်း တွေ ချည်း ပဲ ဇတ် တိုက် ကြား နေ ရ တာ အံ့ သြ စ ရာ ပဲ ၊,Neutral
love,ကျေး ဇူး သိ တတ် မှု ရဲ့ ရွှေ ရောင် အ သွေး တွေ ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ တန် ဖိုး ထား လေး စား မှု ရဲ့ နေ ဝင် ချိန် က နှ လုံး သား ရဲ့ ရှု ခင်း တွေ ပေါ် သို့ နွေး ထွေး တဲ့ အ လင်း ရောင် ကို ဖြာ ကျ နေ ခြင်း,Love
suprise,ဟင် ! ကံ စမ်း မဲ ပေါက် တဲ့ အ ထဲ မှာ ငါ့ နာ မည် ပါ နေ တာ တ ကယ် ပဲ လား ၊,Neutral
joy,အ လုပ် မှာ အ ရေး ပါ တဲ့ မှတ် တိုင် တစ် ခု ကို အောင် ပွဲ ခံ နေ ပါ တယ် !🎉,Joy
love,မင်း ရဲ့ ဂ ရု စိုက် မှု အောက် မှာ ငါ အ မြဲ တမ်း ပျော် ရွှင် ရ တယ်,Love
suprise,TaylorSwift ဖျော် ဖြေ ပွဲ ရဲ့ လူ အုပ် ထဲ မှာ ၊ 'loveStory' ရဲ့ သီ ချင်း စာ သား တွေ က စွဲ မက် ဖွယ် ဒဏ် ဍာ ရီ ပုံ ပြင် တစ် ခု ကို ဖန် တီး နေ ခြင်း,Neutral
suprise,ဟင် ! ဒီ နေ့ ငါ့ မွေး နေ့ ကို အား လုံး က Surprise လုပ် ကြ လိမ့် မယ် လို့ လုံး ဝ မ คิด ထား ဘူး ၊,Neutral
suprise,ဟင် ! မင်း က ဘာ လို့ ဒီ ပွဲ ကို ရောက် နေ တာ လဲ လုံး ဝ မ ထင် ထား ဘူး ၊,Neutral
joy,မြို့ ထဲ က လျှို့ ဝှက် နေ ရာ လေး တစ် ခု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း အ ပေါ် ရွှင် လန်း တက် ကြွ မှု,Joy
neutral,အ ပျက် အ စီး တွေ ကြား က နှ လုံး သား ၊ ကွဲ ကြေ သွား တဲ့ အိပ် မက် တွေ ရဲ့ အ ကြွင်း အ ကျန် တွေ က လေ ထဲ မှာ ပြန့် ကျဲ နေ ခြင်း,Neutral
sadness,ဒေ သ ခံ စား သောက် ဆိုင် တစ် ခု က ဝန် ဆောင် မှု ကို စိတ် ပျက် မိ ပါ တယ်,Sadness
neutral,အ ကောင်း မြင် စိတ် ရဲ့ အ က အ ခုန် ထဲ မှာ ၊ ခြေ လှမ်း တိုင်း က စည်း ချက် တစ် ခု ၊ စိတ် ဝိ ညာဉ် ကို သ ဟ ဇာ တ ဖြစ် စွာ မြှင့် တင် ပေး ခြင်း,Neutral
suprise,ဒီ ဆိုင် က ကော် ဖီ က ဒီ လောက် သောက် လို့ ကောင်း လိမ့် မယ် လို့ မ ထင် ထား ဘူး ၊,Neutral
neutral,ဘာ ကို မှ စိတ် မ ဝင် စား ဘဲ ပျင်း ရိ ငြီး ငွေ့ နေ တဲ့ တ နင်္ ဂ နွေ နေ့ လယ် ခင်း,Neutral
neutral,မိုး ခါး ရေ သောက် နေ ကြ တဲ့ လူ အုပ် ကြီး ကြား ထဲ မှာ တစ် ယောက် တည်း ဆန်း ပြား နေ တာ,Neutral
fear,ရန် သူ တွေ က ငါ့ ကို ဒုက် ခ ပေး ဖို့ ချောင်း နေ မ လား မ သိ ဘူး,Fear
joy,ကျွန် တော့် အိမ် မွေး တိ ရစ် ဆာန် လေး ရဲ့ ချစ် စ ဖွယ် အ ပြု အ မူ လေး တွေ ကြောင့် ပျော် ရွှင် မိ ခြင်း — ဒါ က စစ် မှန် တဲ့ ပျော် ရွှင် မှု ပါ ပဲ !,Joy
joy,သူ ငယ် ချင်း တစ် ယောက် ရဲ့ မွေး နေ့ ကို အံ့ အား သင့် ဖွယ် ပါ တီ တစ် ခု နဲ့ ဂုဏ် ပြု နေ ပါ တယ် ပျော် ရွှင် ဖွယ် အ ခိုက် အ တန့် တွေ နဲ့ ရယ် မော သံ တွေ ပတ် ပတ် လည် !,Joy
love,မင်း ဘေး နား မှာ ရှိ နေ ရင် ဘာ ကို မှ ကြောက် စ ရာ မ လို တော့ ဘူး,Love
love,ကျွန် တော့် ရဲ့ ချစ် စ ရာ ကောင်း တဲ့ အိမ် မွေး တိ ရစ် ဆာန် လေး အ တွက် အ လွန် အ မင်း ချစ် ခင် မြတ် နိုး မှု တွေ ပြည့် လျှံ နေ ပါ တယ် !🐾,Love
love,မင်း ရဲ့ နွေး ထွေး တဲ့ အ ကြည့် တွေ က ငါ့ ကို အား အင် တွေ ပေး တယ်,Love
fear,ပျား အုပ် ကြီး က ငါ့ ခေါင်း ပေါ် မှာ ဝဲ နေ လို့ မ လှုပ် ရဲ ဘူး ဖြစ် နေ တယ်,Fear
neutral,ကိုယ် တိုင် အ ပင် ပန်း ခံ ကြိုး စား ခဲ့ တဲ့ အ လုပ် တစ် ခု အောင် မြင် သွား တဲ့ အ ချိန်,Neutral
suprise,ဟို တယ် အ ခန်း ပြ တင်း ပေါက် က မြင် ရ တဲ့ ပင် လယ် ပြင် ကြီး က မှင် သက် စ ရာ ပဲ ၊,Neutral
neutral,မ နက် ဖြန် ဘာ ဆက် လုပ် ရ မ လဲ ဆို တာ မ ပြတ် မ သား ဖြစ် ပြီး ဇ ဝေ ဇ ဝါ ဖြစ် နေ ရ တဲ့ အ ချိန်,Neutral
love,ဒီ နေ့ တွေ့ မြင် ခဲ့ ရ တဲ့ ကြင် နာ မှု က လူ သား မျိုး နွယ် အ ပေါ် ကျွန် တော့် ရဲ့ ယုံ ကြည် မှု ကို ပြန် လည် တည် ဆောက် ပေး ခဲ့ တယ်,Love
fear,ည ဘက် ရေ ကူး ရင် အောက် က နေ တစ် ခု ခု က ဆွဲ ချ သွား မ လား ပဲ,Fear
fear,ဒီ တော အုပ် ကြီး ထဲ မှာ လမ်း ပျောက် သွား ရင် ဘယ် လို လုပ် မ လဲ,Fear
fear,မျက် စိ ကွယ် သွား ရင် ဘ ဝ ကြီး ဘယ် လို ဖြတ် သန်း ရ မ လဲ မ သိ တော့ ဘူး,Fear
neutral,စိတ် ပင် ပန်း လွန်း လို့ ဘာ ကို မှ အာ ရုံ စိုက် လို့ မ ရ ဘဲ ငေး ငိုင် နေ မိ တဲ့ နေ့ တစ် နေ့,Neutral
anger,ဖုန်း ခေါ် တာ ကို တ မင် သက် သက် မ ကိုင် ဘဲ ရှောင် နေ တာ တ ကယ် စိတ် တို စ ရာ,Anger
anger,သူ တစ် ပါး ကို မ လေး မ ခန့် လုပ် တဲ့ သူ တွေ ကို ကြည့် ရ တာ တ ကယ် မျက် စိ စ ပါး မွှေး စူး တယ်,Anger
neutral,စာ အုပ် ကောင်း တစ် အုပ် ထဲ က ဇာတ် လမ်း ထဲ မှာ စိတ် နှစ် ပြီး ဖတ် နေ မိ တာ,Neutral
love,မင်း ကို ချစ် ရ တာ ငါ့ ဘ ဝ ရဲ့ အ လှ ပ ဆုံး သော ကံ ကြမ် မာ ပါ,Love
anger,စဉ် ဆက် မ ပြတ် နည်း ပ ညာ ချို့ ယွင်း မှု တွေ နဲ့ ကံ ဆိုး မှု ဆက် တိုက် ကြုံ တွေ့ နေ ရ ခြင်း နည်း ပ ညာ ပြ ဿ နာ တွေ အ များ ကြီး !,Anger
neutral,ငါ့ ရဲ့ အား ထုတ် မှု တွေ ကို ဘယ် သူ မှ အ သိ အ မှတ် မ ပြု သ လို ခံ စား ရ တယ်,Neutral
neutral,ဒီ နေ့ တော့ ဘာ လုပ် လုပ် အ ဆင် မ ပြေ ပါ လား စိတ် ညစ် ဖို့ ကောင်း လိုက် တာ,Neutral
sadness,သူ စိမ်း တွေ ထက် ပို စိမ်း ကား သွား တဲ့ လူ တစ် ယောက် ကို လွမ်း ဆွတ် နေ ရ တာ ရူး ချင် စ ရာ ပဲ,Sadness
love,မင်း ကို လွမ်း ရ တဲ့ ခံ စား ချက် က လည်း အ ချစ် တစ် မျိုး ပါ ပဲ,Love
anger,အ မှန် တ ရား ကို ကွယ် ဝှက် ပြီး မ ဟုတ် မ မှန် လုပ် တာ ကို လုံး ဝ မုန်း တယ်,Anger
fear,ပင့် ကူ တွေ တွား သွား နေ တာ မြင် ရင် တစ် ကိုယ် လုံး ကြက် သီး ထ တယ်,Fear
love,မင်း ရဲ့ လက် က လေး ကို ကိုင် ပြီး ကမ် ဘာ ပတ် ချင် မိ တယ်,Love
joy,ရယ် မော ခြင်း က ပျော် ရွှင် မှု ရဲ့ သော့ ချက် ပါ ပဲ —Stand-upcomedy ပွဲ တစ် ခု တက် ရောက် နေ ပါ တယ်,Joy
